City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Byron Bay,-28.65,153.6167,82.4,78,90,6.91,AU,1616124854
Ha Tinh,18.3333,105.9,85.26,62,43,6.26,VN,1616124856
Abonnema,4.7084,6.7931,77.0,94,40,3.53,NG,1616124740
Zhirnovsk,50.9845,44.7735,25.02,96,100,6.71,RU,1616124858
Voh,-20.9667,164.7,82.76,69,100,7.4,NC,1616124859
Tsil'na,54.5953,48.1414,26.6,100,90,8.95,RU,1616124860
Quatre Cocos,-20.2078,57.7625,79.0,88,40,1.14,MU,1616124861
Letlhakane,-21.4167,25.5833,68.02,58,0,6.53,BW,1616124862
Nome,64.5011,-165.4064,1.4,60,1,6.91,US,1616124414
Shirokiy,49.758,129.523,28.78,79,57,7.47,RU,1616124864
Mossamedes,-15.1961,12.1522,72.21,75,57,4.61,AO,1616124865
Goderich,43.7501,-81.7165,30.2,43,100,16.11,CA,1616124275
Ponta Delgada,37.7333,-25.6667,59.0,77,75,8.05,PT,1616124869
Ishinomaki,38.4167,141.3,50.0,40,40,10.36,JP,1616124870
Naze,28.3667,129.4833,77.0,73,40,12.66,JP,1616124872
Portland,45.5234,-122.6762,46.4,81,90,9.22,US,1616124660
Mitú,1.1983,-70.1733,72.66,91,92,1.57,CO,1616124875
Bosaso,11.2842,49.1816,76.53,66,31,6.89,SO,1616124876
Sørland,67.667,12.6934,34.2,94,100,36.86,NO,1616124629
Mezen',65.8522,44.24,-8.18,97,53,5.57,RU,1616124878
Shima,24.4478,117.8111,71.6,73,90,4.47,CN,1616124879
Leningradskiy,69.3833,178.4167,-16.4,85,0,2.62,RU,1616124880
Tigzirt,36.8886,4.1198,51.1,81,100,10.78,DZ,1616124881
Valdepeñas,38.7621,-3.3848,39.0,69,16,1.01,ES,1616124882
Te Anau,-45.4167,167.7167,62.92,60,9,3.33,NZ,1616124884
Vaitape,-16.5167,-151.75,82.44,64,60,3.85,PF,1616124885
Assiut,27.181,31.1837,53.6,62,0,5.75,EG,1616124886
Los Llanos de Aridane,28.6585,-17.9182,60.8,55,0,5.75,ES,1616124887
Luanda,-8.8368,13.2343,80.6,83,40,3.44,AO,1616124562
Benito Juarez,19.385,-99.165,64.4,34,90,9.22,MX,1616124889
Atar,20.5169,-13.0499,69.62,13,0,3.67,MR,1616124599
Mazagão,-0.115,-51.2894,78.8,89,75,3.44,BR,1616124891
Gaptsakh,41.4517,47.9303,31.75,58,2,9.1,RU,1616124892
Bakel,14.905,-12.4568,76.84,18,0,9.13,SN,1616124894
Ankang,32.68,109.0172,50.0,26,100,7.0,CN,1616124895
Salalah,17.0151,54.0924,71.6,53,0,3.44,OM,1616124535
Barcelos,41.5388,-8.6151,51.8,50,0,8.05,PT,1616124897
Lagoa,39.05,-27.9833,58.53,81,100,22.12,PT,1616124898
Tiarei,-17.5333,-149.3333,86.0,66,40,4.61,PF,1616124900
Rio Grande,-32.035,-52.0986,65.64,78,34,8.12,BR,1616124901
Kalmunai,7.4167,81.8167,81.97,76,100,7.36,LK,1616124902
Gari,59.4307,62.3497,19.24,93,100,5.59,RU,1616124903
Omboué,-1.5746,9.2618,76.14,84,100,2.73,GA,1616124647
Tazovsky,67.4667,78.7,-8.55,97,100,7.0,RU,1616124906
Arica,-18.475,-70.3042,68.0,83,0,2.3,CL,1616124908
Dutlwe,-23.9833,23.9,67.39,51,2,6.31,BW,1616124909
Blairmore,49.6,-114.4353,44.6,70,91,1.14,CA,1616124911
Grindavik,63.8424,-22.4338,44.6,100,90,23.02,IS,1616124604
Lethem,3.3803,-59.7968,78.44,70,49,13.44,GY,1616124913
Båtsfjord,70.6345,29.7185,15.8,79,20,10.36,NO,1616124914
Skjervøy,70.0311,20.9714,26.76,59,100,20.22,NO,1616124386
Mehamn,71.0357,27.8492,20.44,76,97,20.2,NO,1616124523
Diamantino,-14.4086,-56.4461,71.37,98,100,2.64,BR,1616124917
Yelan',50.949,43.7378,26.67,95,100,7.47,RU,1616124918
Thinadhoo,0.5333,72.9333,83.03,68,55,4.18,MV,1616124919
Muzhi,65.3667,64.6667,3.29,95,100,8.46,RU,1616124921
Dukat,62.55,155.55,-9.71,93,100,6.46,RU,1616124922
Ptichye,45.5168,41.7115,37.0,87,0,15.66,RU,1616124924
Zhigansk,66.7697,123.3711,6.8,96,100,24.43,RU,1616124534
Borovskoy,53.8,64.15,24.12,83,100,15.05,KZ,1616124926
Yarmouth,41.7057,-70.2286,42.01,93,90,17.27,US,1616124927
La Santisima Trinidad,-14.8333,-64.9,66.33,97,98,2.37,BO,1616124928
Canyon,34.9803,-101.9188,42.01,75,0,1.99,US,1616124904
Hambantota,6.1241,81.1185,78.8,94,90,8.05,LK,1616124930
Porto-Novo,6.4965,2.6036,77.0,83,20,3.44,BJ,1616124931
Jalpan,21.2333,-99.4833,59.27,74,0,3.74,MX,1616124933
Omsukchan,62.5333,155.8,-4.52,89,100,8.72,RU,1616124934
Manuk Mangkaw,4.8,119.85,83.37,75,8,7.45,PH,1616124935
New Waterford,40.8451,-80.6145,37.99,66,100,5.99,US,1616124936
Pa Daet,19.5049,99.9924,78.8,73,38,3.44,TH,1616124938
Yangi Marg`ilon,40.4272,71.7189,46.4,66,100,4.61,UZ,1616124390
Dārāb,28.7519,54.5444,71.24,23,0,5.99,IR,1616124941
Kasongo-Lunda,-6.4667,16.8167,68.16,97,87,0.36,CD,1616124942
Keffi,8.8486,7.8736,74.12,80,94,1.05,NG,1616124943
Vrede,-27.4257,29.1659,50.09,80,0,2.71,ZA,1616124944
Camacha,33.0833,-16.3333,60.8,77,40,14.97,PT,1616124945
Bud,39.447,-86.1758,39.99,75,90,18.41,US,1616124437
Alofi,-19.0595,-169.9187,86.0,66,75,11.5,NU,1616124356
Semnan,35.5729,53.3971,57.27,35,0,2.91,IR,1616124950
Cheremisinovo,51.8855,37.2646,26.6,93,69,5.3,RU,1616124951
Xining,36.6167,101.7667,31.89,90,99,4.36,CN,1616124371
Sakakah,29.9697,40.2064,53.6,50,0,5.75,SA,1616124953
Alyangula,-13.8483,136.4192,84.63,75,100,14.97,AU,1616124954
Tottori-shi,35.5,134.2333,55.4,58,75,21.85,JP,1616124956
Beyneu,45.3167,55.2,39.47,81,41,21.45,KZ,1616124958
Thunder Bay,48.4001,-89.3168,27.0,80,1,2.3,CA,1616124959
Balaipungut,1.05,101.2833,82.4,69,40,6.91,ID,1616124960
Valparaíso,-33.0393,-71.6273,51.8,100,0,1.14,CL,1616124849
Norman Wells,65.282,-126.8329,5.0,85,90,12.66,CA,1616124962
Constitución,-35.3333,-72.4167,52.39,85,0,3.09,CL,1616124585
Haines Junction,60.7522,-137.5108,26.6,50,94,4.61,CA,1616124965
Sirte,31.2089,16.5887,61.59,52,26,14.81,LY,1616124966
Villazón,-22.0866,-65.5942,48.7,88,82,10.38,BO,1616124967
Paamiut,61.994,-49.6678,20.37,69,84,16.55,GL,1616124968
Malayal,7.208,121.942,84.18,72,18,5.61,PH,1616124969
Vredendal,-31.6683,18.5012,57.29,91,0,3.09,ZA,1616124971
Boa Vista,2.8197,-60.6733,80.6,69,0,9.22,BR,1616124972
Klaksvík,62.2266,-6.589,44.6,100,75,13.8,FO,1616124973
Homer,59.6425,-151.5483,24.8,39,1,12.66,US,1616124708
Chernyanka,50.9409,37.8069,29.95,76,94,6.64,RU,1616124976
Konya Province,38.1667,32.5,26.6,93,0,2.3,TR,1616124977
Mumbwa,-14.9783,27.0619,61.02,96,97,4.61,ZM,1616124978
Il’inskiy,55.619,38.1182,30.2,100,75,6.71,RU,1616124979
Riohacha,11.5444,-72.9072,77.34,78,45,9.89,CO,1616124980
Mugur-Aksy,50.35,90.5,9.82,67,10,4.85,RU,1616124981
Riyadh,24.6877,46.7219,73.4,38,0,4.61,SA,1616124750
Macenta,8.5435,-9.471,68.18,94,97,1.83,GN,1616124985
Tayga,56.06,85.6197,23.0,80,75,15.66,RU,1616124986
Saint-Louis,16.3333,-15.0,71.6,46,0,10.65,SN,1616124987
Pīshvā,35.308,51.7267,59.0,50,0,6.91,IR,1616124988
Mareeba,-17.0,145.4333,87.8,66,64,8.05,AU,1616124989
Guinabsan,8.8975,125.4161,89.4,57,62,2.53,PH,1616124990
Ambovombe,-25.1667,46.0833,75.33,75,0,4.9,MG,1616124992
Novska,45.3406,16.9769,28.4,93,0,2.3,HR,1616124993
Verkhoyansk,67.5447,133.385,5.68,72,100,9.64,RU,1616124994
Boden,65.8252,21.6886,6.8,85,5,4.61,SE,1616124995
Campina Verde,-19.5356,-49.4864,70.56,77,48,4.0,BR,1616124996
Yokadouma,3.5167,15.05,67.69,95,79,2.04,CM,1616124997
Verkhnyaya Inta,65.9811,60.3094,8.15,94,100,8.59,RU,1616124999
Ferrol,43.4832,-8.2369,50.0,73,98,5.99,ES,1616125000
Trairi,-3.2778,-39.2689,75.69,91,33,4.5,BR,1616125002
Santiago de Cao,-7.9589,-79.2392,72.48,77,100,9.89,PE,1616125003
Zyryanka,65.75,150.85,-12.12,86,100,5.59,RU,1616124526
Teruel,40.6667,-0.6667,44.6,69,90,13.8,ES,1616125005
Qaqortoq,60.7167,-46.0333,26.6,63,90,4.61,GL,1616125007
Tshikapa,-6.4167,20.8,69.55,90,88,1.7,CD,1616125009
Westport,41.1415,-73.3579,44.01,81,90,17.27,US,1616125011
Noumea,-22.2763,166.4572,84.2,65,75,4.61,NC,1616125012
Shuyskoye,59.3736,41.0305,18.32,95,86,5.57,RU,1616125013
Tokur,53.1333,132.9,21.65,77,100,3.31,RU,1616125014
Vardø,70.3705,31.1107,15.8,79,20,10.36,NO,1616125016
Altay,47.8667,88.1167,16.02,67,0,1.07,CN,1616125017
Jagalūr,14.5333,76.35,83.98,29,54,1.3,IN,1616125018
Coquimbo,-29.9533,-71.3436,59.0,77,0,3.44,CL,1616124590
Segovia,41.1667,-4.0,35.01,71,87,5.01,ES,1616125020
Pedasí,7.5333,-80.0333,77.41,84,100,4.38,PA,1616125022
Skjeberg,59.2333,11.2,32.0,74,75,9.22,NO,1616125023
Santa Barbara,34.7333,-120.0343,54.0,76,1,4.61,US,1616124922
Mbuji-Mayi,-6.15,23.6,68.54,87,92,2.21,CD,1616125026
College,64.8569,-147.8028,12.0,72,75,5.75,US,1616124429
Leh,34.1667,77.5833,24.31,50,68,2.86,IN,1616125028
Tobol,52.6844,62.5794,25.16,82,100,15.32,KZ,1616125029
Kresttsy,58.2452,32.5165,21.81,91,100,7.43,RU,1616125030
Gravdal,68.1214,13.5031,32.97,97,100,37.89,NO,1616125031
Barzas,55.7167,86.3167,15.8,79,90,6.71,RU,1616125032
‘Ewa Beach,21.3156,-158.0072,73.4,64,75,12.66,US,1616125033
Cherskiy,68.75,161.3,-13.04,88,0,6.44,RU,1616125035
San Cristobal,7.7669,-72.225,75.2,100,75,4.61,VE,1616125036
Grootfontein,-19.5667,18.1167,64.4,94,75,2.3,NA,1616124648
Piet Retief,-27.0071,30.8132,55.81,97,10,3.02,ZA,1616125038
Preston,53.7667,-2.7167,45.0,81,84,7.02,GB,1616125039
Urusha,54.05,122.9,26.42,78,49,2.35,RU,1616124619
Aktas,49.7789,72.9608,17.6,62,0,20.13,KZ,1616125043
Baudh,20.8416,84.3213,92.64,15,100,3.33,IN,1616125044
Maniitsoq,65.4167,-52.9,18.5,92,100,19.73,GL,1616125045
Boende,-0.2167,20.8667,69.42,95,98,1.16,CD,1616125046
Rawson,-43.3002,-65.1023,67.68,38,96,21.7,AR,1616124624
Salekhard,66.53,66.6019,-5.8,94,100,11.25,RU,1616124442
Graham,47.0529,-122.2943,45.0,81,20,5.75,US,1616125051
Camacupa,-12.0167,17.4833,60.15,93,98,2.44,AO,1616125052
El Vigia,8.6219,-71.6506,75.11,88,21,2.59,VE,1616125053
Santa Cruz,30.4202,-9.5982,55.4,94,20,2.93,MA,1616125055
Fenyi,27.8112,114.6681,64.67,85,92,3.78,CN,1616125056
Egvekinot,66.3167,-179.1667,-12.69,81,0,1.32,RU,1616125057
Ramona,33.0417,-116.8681,54.0,87,40,14.97,US,1616125059
Townsville,-19.25,146.8,87.8,66,40,11.5,AU,1616125060
Cap-Chat,49.1001,-66.6821,19.4,63,84,26.46,CA,1616124959
Port Lincoln,-34.7333,135.8667,75.42,55,0,10.98,AU,1616125062
Mantenópolis,-18.8625,-41.1228,66.47,97,96,2.08,BR,1616125063
Araouane,18.9048,-3.5265,69.55,13,38,7.16,ML,1616125064
Plettenberg Bay,-34.0527,23.3716,64.44,83,59,8.48,ZA,1616125065
Saint-Augustin,51.226,-58.6502,33.58,94,100,17.83,CA,1616125067
Antalaha,-14.9003,50.2788,77.05,80,89,6.38,MG,1616125068
Sittwe,20.15,92.9,82.49,31,46,4.92,MM,1616125069
Camalú,30.85,-116.0667,54.0,53,0,1.01,MX,1616125070
Bam,29.106,58.357,78.8,18,20,6.82,IR,1616125072
Aksha,50.2814,113.2867,26.91,61,88,10.42,RU,1616125073
Langham,52.3668,-106.9679,39.2,70,1,3.44,CA,1616125074
Fort Nelson,58.8053,-122.7002,46.4,36,75,4.61,CA,1616125075
Pirovskoye,57.6267,92.2658,16.63,92,100,10.16,RU,1616124493
Rock Springs,41.5875,-109.2029,39.2,60,1,9.22,US,1616124919
Mangulile,15.0667,-86.8,63.86,97,88,1.19,HN,1616125078
Oyama,36.3,139.8,64.99,44,75,13.8,JP,1616125079
Livingstone,-17.8419,25.8543,63.45,83,11,1.23,ZM,1616125080
Green River,41.5286,-109.4662,39.2,60,1,9.22,US,1616124989
